Add_SiGu,Add_Dong,Add_Bunji,Add_Ho,Add_Detail,Add_ZipNum,Lati,Longt,Facility,Open_year,F_Speed,SA_Voc,PSTN,Internet,TV,VoIP,BS_YN,Business_Sale
서울특별시 서초구,우면동,738,3,신원센트럴 272동 2054호,6762,37.4661,127.0295,FTTH,2025,500M,1,X,O,O,O,N,None
서울특별시 서초구,우면동,759,6,양재타워 286동 1272호,6762,37.4634,127.0283,Ntopia,2018,500M,11,X,O,O,O,Y,None
서울특별시 서초구,우면동,752,6,내곡휴먼빌 262동 1514호,6762,37.4668,127.0272,FTTH,2016,1G,11,O,O,O,O,Y,None
서울특별시 서초구,반포동,53-21-4,10,양재스퀘어 20층,6504,37.5055,126.9934,FTTH,2016,500M,3,X,X,X,X,N,None
서울특별시 서초구,잠원동,137-1-3,3,서초프라임 27층,6510,37.5146,127.0067,Ntopia,2019,500M,1,X,O,O,X,N,None
서울특별시 서초구,반포동,93,2,내곡휴먼빌 3층,6504,37.507,126.9965,Ntopia,2020,1G,14,X,O,X,O,Y,TV
서울특별시 서초구,내곡동,676-4,7,양재스퀘어 103동 2557호,6800,37.4541,127.0482,FTTH,2017,10G,7,O,X,O,X,N,None
서울특별시 서초구,염곡동,183,3,서초타워 789동 1611호,6766,37.4692,127.0395,FTTH,2022,500M,11,X,O,O,O,Y,None
서울특별시 서초구,서초동,1327,2,방배로얄 20층,6690,37.4974,127.0242,Ntopia,2016,100M,11,O,O,O,O,Y,None
서울특별시 서초구,잠원동,84,1,서초빌딩 110동 555호,6510,37.5141,127.007,FTTH,2015,1G,1,X,O,O,O,N,None
서울특별시 서초구,서초동,1330,10,반포힐탑 13층,6690,37.4958,127.0276,Ntopia,2020,10G,13,X,O,O,X,Y,None
서울특별시 서초구,서초동,1365,8,삼성아파트 819동 1994호,6690,37.4905,127.0291,FTTH,2021,100M,6,O,O,O,O,N,None
서울특별시 서초구,우면동,767-2,9,잠원롯데캐슬 271동 1754호,6762,37.4671,127.022,Ntopia,2019,500M,3,O,X,O,O,N,None
서울특별시 서초구,신원동,312,1,서초빌딩 818동 778호,6765,37.4623,127.0467,Ntopia,2019,500M,13,O,O,O,O,Y,None
서울특별시 서초구,서초동,1500,6,서초그랑자이 2층,6690,37.4998,127.0271,Ntopia,2025,1G,6,O,X,X,O,N,None
서울특별시 서초구,서초동,1392-26,3,서초파크자이 1층,6690,37.4915,127.0278,FTTH,2025,500M,11,O,O,X,O,N,TV
서울특별시 서초구,신원동,358,4,반포힐탑 463동 550호,6765,37.4687,127.0493,FTTH,2023,500M,6,X,O,O,O,N,None
서울특별시 서초구,서초동,1435,6,방배센트럴파크 24층,6690,37.4902,127.0271,Ntopia,2017,100M,14,O,O,O,X,Y,None
서울특별시 서초구,서초동,1407,4,반포리체 6층,6690,37.4926,127.029,Ntopia,2016,1G,1,O,O,O,O,N,None
서울특별시 서초구,서초동,1491-26,2,서초프라임 17층,6690,37.4959,127.0218,FTTH,2024,100M,14,O,O,X,X,N,TV
서울특별시 서초구,서초동,1400-6,1,신원센트럴 12층,6690,37.494,127.0228,Ntopia,2019,1G,15,O,O,X,X,Y,TV
서울특별시 서초구,서초동,1339,1,방배센트럴파크 230동 1133호,6690,37.4948,127.0257,Ntopia,2015,100M,13,X,O,O,O,Y,None
서울특별시 서초구,서초동,1356-26-3,3,반포자이 607동 347호,6690,37.4926,127.0287,FTTH,2025,500M,8,O,X,O,O,N,None
서울특별시 서초구,서초동,1464-12,2,롯데캐슬 프레지던트 268동 1484호,6690,37.492,127.0289,Ntopia,2016,1G,12,X,O,X,X,Y,TV
서울특별시 서초구,서초동,1386,5,양재타워 28층,6690,37.4998,127.0202,FTTH,2021,500M,13,X,O,O,X,Y,None
서울특별시 서초구,내곡동,649,9,현대아파트 9층,6800,37.459,127.0468,Ntopia,2021,10G,9,X,O,O,O,N,None
서울특별시 서초구,서초동,1340,2,서초빌딩 4층,6690,37.4972,127.0258,FTTH,2023,500M,1,O,X,O,X,N,None
서울특별시 서초구,서초동,1418,7,서초그랑자이 700동 2019호,6690,37.4976,127.0215,Ntopia,2021,500M,13,O,O,O,X,Y,None
서울특별시 서초구,서초동,1450,5,방배아트자이 25층,6690,37.4996,127.0271,FTTH,2018,500M,9,X,O,O,X,N,None
서울특별시 서초구,내곡동,649,2,잠원롯데캐슬 786동 1942호,6800,37.4543,127.0441,Ntopia,2025,1G,3,O,O,O,O,N,None
서울특별시 서초구,서초동,1347,3,양재타워 383동 738호,6690,37.4974,127.0273,FTTH,2016,100M,8,O,O,O,X,N,None
서울특별시 서초구,반포동,68,7,내곡그린 25층,6504,37.5082,126.9985,Ntopia,2020,100M,8,O,O,O,X,N,None
서울특별시 서초구,서초동,1386-24,4,염곡파인힐 597동 903호,6690,37.4964,127.0246,Ntopia,2024,1G,8,O,O,X,X,N,TV
서울특별시 서초구,서초동,1429,5,서초파크자이 607동 298호,6690,37.4905,127.0279,Ntopia,2022,500M,11,O,X,X,O,N,None
서울특별시 서초구,서초동,1303,4,잠원롯데캐슬 21층,6690,37.4915,127.02,Ntopia,2022,100M,0,X,O,O,O,N,None
서울특별시 서초구,서초동,1407,4,신원센트럴 739동 1045호,6690,37.4977,127.0278,FTTH,2024,1G,7,O,O,X,O,N,TV
서울특별시 서초구,양재동,314-28-4,7,강남오피스텔 15층,6747,37.4772,127.0399,FTTH,2022,500M,10,X,O,O,O,Y,None
서울특별시 서초구,서초동,1451-16,8,양재파크뷰 30층,6690,37.4953,127.0298,Ntopia,2021,1G,8,X,O,O,O,N,None
서울특별시 서초구,서초동,1332,9,현대아파트 26층,6690,37.4957,127.0204,Ntopia,2015,500M,4,O,X,O,X,N,None
서울특별시 서초구,내곡동,666,10,서초로얄맨션 5층,6800,37.4527,127.0432,FTTH,2019,500M,9,X,X,O,O,N,None
서울특별시 서초구,신원동,368-13-4,4,양재스퀘어 25층,6765,37.4649,127.0441,FTTH,2020,100M,2,X,X,X,X,N,None
서울특별시 서초구,서초동,1419,3,강남오피스텔 394동 1024호,6690,37.4902,127.0223,FTTH,2018,100M,15,X,X,X,X,N,None
서울특별시 서초구,서초동,1365,10,신원센트럴 398동 1359호,6690,37.4939,127.023,Ntopia,2018,100M,8,X,O,X,O,N,TV
서울특별시 서초구,반포동,53-24,1,신원로얄 450동 1744호,6504,37.5086,126.9907,Ntopia,2018,1G,15,X,O,O,O,Y,None
서울특별시 서초구,서초동,1497,6,삼성아파트 1층,6690,37.4984,127.025,FTTH,2021,100M,4,O,X,O,O,N,None
서울특별시 서초구,반포동,83,9,우면프라임 725동 1624호,6504,37.5074,126.9981,Ntopia,2015,1G,2,X,O,X,O,N,TV
서울특별시 서초구,서초동,1470,10,염곡힐스테이트 27층,6690,37.4945,127.0277,FTTH,2021,100M,4,O,X,O,X,N,None
서울특별시 서초구,서초동,1433-15,5,내곡그린 26층,6690,37.4925,127.0233,FTTH,2019,500M,3,O,O,O,O,N,None
서울특별시 서초구,서초동,1377,1,현대아파트 15층,6690,37.4969,127.029,FTTH,2023,100M,11,O,O,O,O,N,None
서울특별시 서초구,서초동,1460,3,서초로얄맨션 13층,6690,37.4911,127.0288,FTTH,2015,500M,12,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1428,9,양재스퀘어 22층,6690,37.4922,127.0285,FTTH,2023,1G,8,X,O,O,X,N,None
서울특별시 서초구,방배동,914,5,반포센트럴 470동 169호,6692,37.4817,126.9933,FTTH,2016,100M,3,O,X,O,X,N,None
서울특별시 서초구,방배동,898,5,서초그랑자이 177동 675호,6692,37.4898,126.9982,Ntopia,2021,500M,13,O,O,O,X,Y,None
서울특별시 서초구,방배동,939-22,1,우면프라임 28층,6692,37.482,126.9915,Ntopia,2021,500M,8,O,O,O,X,N,None
서울특별시 서초구,염곡동,167,6,서초프라임 7층,6766,37.4635,127.0384,Ntopia,2016,1G,0,X,O,O,O,N,None
서울특별시 서초구,서초동,1410-7-1,6,삼성아파트 12층,6690,37.4923,127.0276,Ntopia,2023,1G,10,O,X,X,X,N,None
서울특별시 서초구,내곡동,613,2,반포힐탑 8층,6800,37.4511,127.0427,Ntopia,2025,1G,5,X,O,X,X,N,TV
서울특별시 서초구,반포동,95,4,롯데캐슬 프레지던트 344동 1038호,6504,37.502,126.9942,FTTH,2021,100M,11,X,O,X,O,Y,TV
서울특별시 서초구,방배동,976,4,방배센트럴파크 13층,6692,37.4846,126.9956,FTTH,2017,1G,10,O,X,O,O,N,None
서울특별시 서초구,서초동,1394,3,래미안 리더스원 301동 1535호,6690,37.494,127.0209,Ntopia,2019,500M,13,O,X,O,O,N,None
서울특별시 서초구,양재동,289,3,우면프라임 29층,6747,37.4773,127.0377,Ntopia,2020,1G,1,X,O,O,X,N,None
서울특별시 서초구,우면동,721-22,4,롯데캐슬 프레지던트 130동 310호,6762,37.4645,127.0273,Ntopia,2017,500M,5,X,O,O,O,N,None
서울특별시 서초구,서초동,1396-11-1,1,신원센트럴 1층,6690,37.4913,127.0264,Ntopia,2022,100M,0,X,X,O,O,N,None
서울특별시 서초구,서초동,1492,4,롯데캐슬 프레지던트 2층,6690,37.4962,127.0275,FTTH,2021,1G,15,X,X,X,O,N,None
서울특별시 서초구,서초동,1495,8,현대아파트 29층,6690,37.4949,127.025,FTTH,2024,1G,10,O,O,O,X,N,None
서울특별시 서초구,서초동,1401-21,8,서초프라임 542동 2461호,6690,37.4952,127.0231,Ntopia,2024,1G,8,X,X,X,O,N,None
서울특별시 서초구,잠원동,95,6,강남오피스텔 297동 2180호,6510,37.5155,127,FTTH,2022,500M,5,X,X,O,X,N,None
서울특별시 서초구,내곡동,679-13-4,4,반포자이 281동 384호,6800,37.4512,127.0412,FTTH,2024,1G,11,X,O,X,X,N,TV
서울특별시 서초구,서초동,1481-13,5,방배아트자이 545동 588호,6690,37.4996,127.0257,FTTH,2025,500M,2,X,O,O,O,N,None
서울특별시 서초구,서초동,1444,7,래미안 리더스원 4층,6690,37.4925,127.0253,FTTH,2017,500M,5,O,X,O,X,N,None
서울특별시 서초구,서초동,1476,6,반포자이 16층,6690,37.4906,127.0239,Ntopia,2023,10G,11,O,X,X,X,N,None
서울특별시 서초구,서초동,1466,3,반포힐탑 408동 1269호,6690,37.4906,127.0275,Ntopia,2023,100M,12,O,X,X,X,N,None
서울특별시 서초구,서초동,1479,4,서초그랑자이 5층,6690,37.4941,127.0258,Ntopia,2023,1G,3,O,O,O,O,N,None
서울특별시 서초구,서초동,1349,6,양재파크뷰 563동 2309호,6690,37.4963,127.0258,FTTH,2016,100M,3,O,X,O,O,N,None
서울특별시 서초구,서초동,1438-26,9,양재타워 3층,6690,37.4922,127.0207,FTTH,2021,100M,6,X,O,X,O,N,TV
서울특별시 서초구,반포동,2023-02-04,9,내곡그린 341동 1023호,6504,37.5057,126.9968,Ntopia,2023,500M,6,O,O,O,O,N,None
서울특별시 서초구,내곡동,600,8,반포힐탑 1층,6800,37.4575,127.0466,Ntopia,2015,500M,7,O,O,X,O,N,TV
서울특별시 서초구,서초동,1368,1,신원로얄 28층,6690,37.4963,127.0223,FTTH,2024,500M,8,X,O,X,X,N,TV
서울특별시 서초구,서초동,1382,6,삼성아파트 21층,6690,37.4989,127.022,Ntopia,2020,500M,3,X,O,O,O,N,None
서울특별시 서초구,서초동,1456,7,잠원롯데캐슬 29층,6690,37.4982,127.0206,Ntopia,2016,1G,7,O,O,O,O,N,None
서울특별시 서초구,서초동,1459,2,우면프라임 814동 1287호,6690,37.4952,127.0282,FTTH,2018,100M,12,O,O,O,O,Y,None
서울특별시 서초구,염곡동,111,1,우면스카이 330동 1213호,6766,37.466,127.0368,FTTH,2023,500M,2,X,O,X,O,N,TV
서울특별시 서초구,양재동,311,7,방배아트자이 359동 2621호,6747,37.4719,127.0358,Ntopia,2023,1G,12,X,O,X,O,N,TV
서울특별시 서초구,서초동,1391-2-3,4,롯데캐슬 프레지던트 890동 799호,6690,37.4907,127.0268,Ntopia,2024,500M,15,O,O,X,O,N,TV
서울특별시 서초구,서초동,1407,10,양재파크뷰 353동 564호,6690,37.4936,127.024,Ntopia,2016,500M,9,O,X,O,X,N,None
서울특별시 서초구,우면동,790,1,반포힐탑 337동 1866호,6762,37.4632,127.0285,Ntopia,2016,10G,5,X,O,X,O,N,TV
서울특별시 서초구,서초동,1395,3,서초그랑자이 202동 665호,6690,37.4989,127.0229,FTTH,2023,100M,3,O,X,O,O,N,None
서울특별시 서초구,염곡동,142-24,5,반포센트럴 14층,6766,37.4667,127.0385,FTTH,2018,1G,5,X,O,X,O,N,TV
서울특별시 서초구,서초동,1463,3,우면스카이 160동 729호,6690,37.4973,127.0208,FTTH,2023,500M,14,O,O,O,O,N,None
서울특별시 서초구,서초동,1350,5,신원로얄 245동 284호,6690,37.4952,127.0289,Ntopia,2020,1G,1,O,O,X,O,N,TV
서울특별시 서초구,신원동,311,6,양재파크뷰 335동 1588호,6765,37.4618,127.0434,Ntopia,2017,1G,1,O,O,O,O,N,None
서울특별시 서초구,서초동,1483-7,3,우면프라임 604동 1471호,6690,37.4947,127.0275,FTTH,2016,1G,2,O,X,O,O,N,None
서울특별시 서초구,잠원동,89,1,우면스카이 23층,6510,37.5188,127.004,FTTH,2017,1G,7,O,O,O,O,N,None
서울특별시 서초구,서초동,1326,4,잠원롯데캐슬 5층,6690,37.4966,127.0269,Ntopia,2022,100M,6,X,O,X,X,N,TV
서울특별시 서초구,방배동,991,2,강남오피스텔 861동 2478호,6692,37.4861,126.9944,FTTH,2021,500M,2,O,X,X,X,N,None
서울특별시 서초구,반포동,37,10,서초그랑자이 5층,6504,37.5063,126.9901,Ntopia,2020,100M,14,O,X,X,X,N,None
서울특별시 서초구,잠원동,145-5,1,내곡그린 14층,6510,37.5164,127.0079,Ntopia,2023,1G,9,X,X,X,X,N,None
서울특별시 서초구,서초동,1392-18,8,신원로얄 9층,6690,37.4919,127.0234,FTTH,2019,500M,14,O,O,O,O,Y,None
서울특별시 서초구,서초동,1356,10,신원로얄 4층,6690,37.49,127.025,FTTH,2022,500M,5,O,X,O,O,N,None
서울특별시 서초구,서초동,1490-10,3,서초빌딩 28층,6690,37.4961,127.0207,Ntopia,2024,1G,0,O,X,O,X,N,None
서울특별시 서초구,서초동,1374,3,반포센트럴 26층,6690,37.4964,127.0261,FTTH,2020,100M,11,X,X,O,O,N,None
서울특별시 서초구,내곡동,636,7,염곡파인힐 11층,6800,37.4576,127.0488,Ntopia,2024,500M,6,O,X,X,X,N,None
서울특별시 서초구,잠원동,Mar-77,5,양재타워 732동 1707호,6510,37.5173,127.0073,Ntopia,2017,1G,4,O,O,X,O,N,TV
서울특별시 서초구,서초동,1313,2,방배그랑시티 11층,6690,37.4912,127.0279,FTTH,2025,500M,8,O,O,X,X,N,TV
서울특별시 서초구,서초동,1487,4,서초빌딩 5층,6690,37.4993,127.021,Ntopia,2025,1G,9,X,X,O,O,N,None
서울특별시 서초구,양재동,207,10,서초빌딩 2층,6747,37.4709,127.0346,Ntopia,2025,10G,6,O,O,O,O,N,None
서울특별시 서초구,잠원동,126-20,6,서초파크자이 5층,6510,37.5163,127.0051,Ntopia,2022,500M,9,O,O,O,X,N,None
서울특별시 서초구,반포동,55,1,삼성아파트 638동 702호,6504,37.5018,126.999,Ntopia,2019,500M,1,X,O,X,O,N,TV
서울특별시 서초구,서초동,1481,6,양재타워 20층,6690,37.4973,127.021,Ntopia,2022,500M,4,O,O,O,O,N,None
서울특별시 서초구,서초동,1319,1,서초빌딩 297동 1874호,6690,37.4935,127.0291,FTTH,2019,100M,9,O,X,X,X,N,None
서울특별시 서초구,서초동,1308,2,우면프라임 21층,6690,37.4981,127.0243,FTTH,2021,1G,12,O,O,O,X,Y,None
서울특별시 서초구,염곡동,143,3,잠원롯데캐슬 854동 2765호,6766,37.4619,127.0329,Ntopia,2021,100M,5,O,O,O,O,N,None
서울특별시 서초구,서초동,1453-12,1,반포자이 820동 1615호,6690,37.4953,127.0261,FTTH,2024,1G,11,O,O,O,O,N,None
서울특별시 서초구,반포동,92,8,삼성아파트 26층,6504,37.5011,126.9914,FTTH,2020,100M,2,X,O,O,X,N,None
서울특별시 서초구,서초동,1445,6,내곡휴먼빌 895동 594호,6690,37.4949,127.0213,Ntopia,2025,1G,7,X,O,O,X,N,None
서울특별시 서초구,서초동,1406,3,삼성아파트 7층,6690,37.4999,127.0277,Ntopia,2017,1G,10,X,O,O,X,Y,None
서울특별시 서초구,서초동,1467,5,잠원롯데캐슬 14층,6690,37.4974,127.0257,FTTH,2017,1G,13,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1490,4,래미안 리더스원 160동 2529호,6690,37.4954,127.0212,FTTH,2023,1G,0,O,O,O,O,N,None
서울특별시 서초구,내곡동,605,10,양재파크뷰 24층,6800,37.4593,127.049,FTTH,2017,1G,1,X,O,O,O,N,None
서울특별시 서초구,서초동,1433,4,방배로얄 634동 2663호,6690,37.4924,127.0275,Ntopia,2019,500M,1,O,O,X,O,N,TV
서울특별시 서초구,반포동,82,1,우면스카이 832동 681호,6504,37.509,126.9964,Ntopia,2017,1G,5,X,X,O,O,N,None
서울특별시 서초구,염곡동,176,2,서초그랑자이 756동 2365호,6766,37.4683,127.0347,Ntopia,2024,1G,10,O,X,O,X,N,None
서울특별시 서초구,서초동,1339,2,방배아트자이 379동 350호,6690,37.4956,127.0207,Ntopia,2019,500M,5,O,O,O,O,N,None
서울특별시 서초구,서초동,1321,7,반포센트럴 541동 2354호,6690,37.4925,127.0217,Ntopia,2016,100M,6,O,O,O,X,N,None
서울특별시 서초구,서초동,1385-24,5,내곡그린 755동 2766호,6690,37.4952,127.0205,FTTH,2022,500M,12,O,X,X,X,N,None
서울특별시 서초구,내곡동,617-22-1,3,내곡휴먼빌 374동 1768호,6800,37.4547,127.0473,Ntopia,2021,500M,1,O,X,O,O,N,None
서울특별시 서초구,서초동,1362-25,5,반포센트럴 29층,6690,37.4965,127.0299,Ntopia,2016,1G,8,O,O,O,X,N,None
서울특별시 서초구,서초동,1444,2,서초타워 20층,6690,37.4938,127.0235,Ntopia,2024,100M,12,X,X,O,O,N,None
서울특별시 서초구,서초동,1454,9,서초그랑자이 2층,6690,37.4956,127.0251,Ntopia,2024,500M,13,X,X,X,X,N,None
서울특별시 서초구,서초동,1387,9,현대아파트 5층,6690,37.4975,127.0295,Ntopia,2019,500M,3,X,O,X,X,N,TV
서울특별시 서초구,서초동,1360,6,양재파크뷰 17층,6690,37.493,127.0212,FTTH,2021,500M,10,O,O,X,O,Y,TV
서울특별시 서초구,서초동,1355-13,8,강남오피스텔 683동 1854호,6690,37.4989,127.0262,Ntopia,2021,500M,14,X,O,O,X,Y,None
서울특별시 서초구,서초동,1421-20,8,래미안 리더스원 423동 637호,6690,37.4977,127.023,Ntopia,2021,1G,6,O,O,O,O,N,None
서울특별시 서초구,서초동,1304,8,서초파크자이 11층,6690,37.4963,127.0278,Ntopia,2024,500M,9,O,X,O,O,N,None
서울특별시 서초구,잠원동,105,5,내곡그린 11층,6510,37.5153,127.0093,Ntopia,2016,100M,11,O,X,X,O,N,None
서울특별시 서초구,서초동,1302,9,반포센트럴 299동 2316호,6690,37.4968,127.0283,FTTH,2022,100M,6,O,O,O,X,N,None
서울특별시 서초구,서초동,1329,8,삼성아파트 309동 2770호,6690,37.4968,127.0281,Ntopia,2023,100M,14,O,X,X,X,N,None
서울특별시 서초구,양재동,267-28-1,3,롯데캐슬 프레지던트 4층,6747,37.4784,127.0349,FTTH,2018,10G,15,O,X,O,O,N,None
서울특별시 서초구,서초동,1408,2,염곡파인힐 3층,6690,37.4913,127.0298,Ntopia,2017,1G,0,X,X,X,O,N,None
서울특별시 서초구,서초동,1373-25,10,우면스카이 3층,6690,37.4911,127.0254,Ntopia,2019,100M,3,X,X,O,O,N,None
서울특별시 서초구,서초동,1487,3,서초그랑자이 6층,6690,37.4904,127.0245,FTTH,2019,1G,13,O,X,O,O,N,None
서울특별시 서초구,서초동,1338-26,6,내곡휴먼빌 471동 2771호,6690,37.4993,127.0295,Ntopia,2016,100M,2,O,O,X,X,N,TV
서울특별시 서초구,서초동,1484,3,래미안 리더스원 161동 2945호,6690,37.4918,127.0244,Ntopia,2023,500M,5,O,O,O,X,N,None
서울특별시 서초구,서초동,1431,10,양재파크뷰 3층,6690,37.4935,127.03,FTTH,2019,100M,1,O,O,O,O,N,None
서울특별시 서초구,서초동,1465-6,10,서초프라임 9층,6690,37.4989,127.0238,FTTH,2023,1G,3,X,X,X,O,N,None
서울특별시 서초구,서초동,1484,9,내곡그린 11층,6690,37.493,127.0286,Ntopia,2019,100M,9,X,X,O,O,N,None
서울특별시 서초구,잠원동,62,5,서초그랑자이 884동 588호,6510,37.5191,127.0099,Ntopia,2015,500M,15,X,O,O,X,Y,None
서울특별시 서초구,서초동,1422,7,염곡파인힐 24층,6690,37.4978,127.0236,FTTH,2016,1G,13,O,O,X,O,Y,TV
서울특별시 서초구,방배동,967,8,서초프라임 26층,6692,37.4856,126.9921,FTTH,2016,1G,4,X,X,O,O,N,None
서울특별시 서초구,우면동,728,9,반포센트럴 25층,6762,37.4673,127.0248,FTTH,2025,10G,12,X,O,X,O,N,TV
서울특별시 서초구,서초동,1357,7,잠원파크빌 793동 2340호,6690,37.494,127.0259,Ntopia,2025,1G,12,X,O,O,O,N,None
서울특별시 서초구,서초동,1495,9,내곡휴먼빌 826동 1512호,6690,37.4955,127.0244,Ntopia,2021,1G,14,O,O,O,X,Y,None
서울특별시 서초구,신원동,303-13-5,2,서초타워 497동 211호,6765,37.468,127.0494,FTTH,2023,100M,13,O,X,O,O,N,None
서울특별시 서초구,서초동,1356,6,반포힐탑 28층,6690,37.4974,127.0282,Ntopia,2025,500M,11,O,X,O,O,N,None
서울특별시 서초구,서초동,1339-28,4,서초파크자이 3층,6690,37.4969,127.0285,FTTH,2024,1G,13,O,O,O,X,N,None
서울특별시 서초구,내곡동,616,2,양재스퀘어 106동 956호,6800,37.4563,127.0497,Ntopia,2022,500M,6,O,X,O,O,N,None
서울특별시 서초구,내곡동,632,8,염곡파인힐 373동 2290호,6800,37.4576,127.0453,Ntopia,2021,500M,9,O,X,X,X,N,None
서울특별시 서초구,우면동,768,2,잠원파크빌 29층,6762,37.4636,127.0269,FTTH,2020,1G,15,X,O,O,O,Y,None
서울특별시 서초구,서초동,1371-13,4,염곡힐스테이트 22층,6690,37.4959,127.0224,FTTH,2017,10G,15,X,O,O,O,Y,None
서울특별시 서초구,우면동,763-3-4,8,서초로얄맨션 721동 1886호,6762,37.4608,127.0267,FTTH,2024,500M,1,O,X,O,O,N,None
서울특별시 서초구,서초동,1474,5,반포센트럴 781동 1125호,6690,37.4914,127.0281,FTTH,2019,1G,5,X,O,X,X,N,TV
서울특별시 서초구,염곡동,110,4,롯데캐슬 프레지던트 23층,6766,37.4615,127.0386,FTTH,2023,500M,10,O,O,O,O,N,None
서울특별시 서초구,신원동,380-11,3,반포자이 671동 2084호,6765,37.4665,127.0471,FTTH,2025,500M,6,O,X,X,O,N,None
서울특별시 서초구,잠원동,104-14,2,삼성아파트 4층,6510,37.5193,127.0055,FTTH,2019,1G,3,X,O,O,X,N,None
서울특별시 서초구,서초동,1390,3,삼성아파트 141동 1774호,6690,37.499,127.0205,Ntopia,2025,1G,8,X,O,O,X,N,None
서울특별시 서초구,서초동,1339,6,양재파크뷰 452동 2023호,6690,37.4995,127.0203,Ntopia,2024,10G,3,O,O,X,O,N,TV
서울특별시 서초구,서초동,1417,2,강남오피스텔 322동 586호,6690,37.4961,127.0238,Ntopia,2020,500M,13,X,X,O,O,N,None
서울특별시 서초구,서초동,1386,3,삼성아파트 11층,6690,37.4968,127.0271,Ntopia,2019,1G,14,X,X,O,X,N,None
서울특별시 서초구,양재동,378,1,반포자이 249동 2122호,6747,37.4726,127.0345,FTTH,2015,100M,1,X,X,O,O,N,None
서울특별시 서초구,내곡동,626-5,9,강남오피스텔 17층,6800,37.4528,127.0415,Ntopia,2020,500M,5,O,O,O,O,N,None
서울특별시 서초구,서초동,1427-10,7,현대아파트 292동 1291호,6690,37.4903,127.0271,Ntopia,2017,1G,9,X,X,O,X,N,None
서울특별시 서초구,내곡동,603,8,서초파크자이 214동 1170호,6800,37.4536,127.0478,Ntopia,2022,1G,5,X,X,X,O,N,None
서울특별시 서초구,서초동,1351,6,양재파크뷰 421동 2563호,6690,37.4991,127.0288,FTTH,2015,1G,15,O,X,X,X,N,None
서울특별시 서초구,내곡동,670,4,신원센트럴 17층,6800,37.4527,127.0459,Ntopia,2020,100M,0,X,X,O,O,N,None
서울특별시 서초구,서초동,1326,8,방배그랑시티 17층,6690,37.491,127.0218,Ntopia,2021,100M,5,O,X,X,O,N,None
서울특별시 서초구,신원동,379,7,염곡힐스테이트 452동 2731호,6765,37.4622,127.0493,FTTH,2018,1G,1,O,O,X,O,N,TV
서울특별시 서초구,서초동,1403,10,서초프라임 5층,6690,37.4939,127.0271,FTTH,2020,1G,3,O,O,O,O,N,None
서울특별시 서초구,내곡동,642,7,서초그랑자이 6층,6800,37.4572,127.0478,Ntopia,2016,1G,8,O,O,X,O,N,TV
서울특별시 서초구,신원동,346,5,신원센트럴 27층,6765,37.4692,127.0438,FTTH,2023,500M,13,X,X,X,O,N,None
서울특별시 서초구,서초동,1466-18,7,염곡힐스테이트 322동 1117호,6690,37.49,127.0293,Ntopia,2022,1G,15,X,O,X,O,Y,TV
서울특별시 서초구,반포동,17-16-3,7,현대아파트 583동 1909호,6504,37.5071,126.9933,FTTH,2016,10G,10,O,X,O,X,N,None
서울특별시 서초구,서초동,1419,9,양재파크뷰 7층,6690,37.4909,127.0227,FTTH,2018,500M,14,O,X,O,X,N,None
서울특별시 서초구,잠원동,64,9,잠원파크빌 222동 2278호,6510,37.5141,127.004,Ntopia,2022,1G,7,X,O,O,O,N,None
서울특별시 서초구,잠원동,66,9,잠원파크빌 888동 224호,6510,37.5137,127.0046,FTTH,2017,100M,12,O,O,O,O,Y,None
서울특별시 서초구,염곡동,182,2,염곡힐스테이트 22층,6766,37.4691,127.0311,Ntopia,2025,500M,7,X,O,O,O,N,None
서울특별시 서초구,잠원동,58,5,잠원롯데캐슬 555동 287호,6510,37.5126,127.0048,Ntopia,2025,500M,2,O,X,O,X,N,None
서울특별시 서초구,서초동,1313-3,4,양재스퀘어 9층,6690,37.4967,127.0213,FTTH,2019,1G,11,X,O,X,O,Y,TV
서울특별시 서초구,잠원동,71-17,10,잠원파크빌 845동 758호,6510,37.5159,127.0064,Ntopia,2016,500M,2,O,O,O,X,N,None
서울특별시 서초구,잠원동,Jan-89,8,서초힐스 384동 1388호,6510,37.5131,127.0096,Ntopia,2023,100M,6,O,X,X,X,N,None
서울특별시 서초구,서초동,1448,6,반포자이 748동 997호,6690,37.4948,127.0208,Ntopia,2024,500M,10,X,O,X,X,N,TV
서울특별시 서초구,잠원동,81,8,롯데캐슬 프레지던트 25층,6510,37.5124,127.0018,Ntopia,2017,100M,5,O,O,O,X,N,None
서울특별시 서초구,서초동,1410-14,3,양재타워 593동 1124호,6690,37.4989,127.0206,Ntopia,2024,500M,11,O,O,O,O,N,None
서울특별시 서초구,서초동,1346,8,반포힐탑 18층,6690,37.4901,127.0269,Ntopia,2015,1G,2,O,O,X,O,N,TV
서울특별시 서초구,양재동,245,8,내곡그린 10층,6747,37.4756,127.0317,FTTH,2020,1G,9,O,O,O,X,N,None
서울특별시 서초구,서초동,1490,2,염곡힐스테이트 469동 2216호,6690,37.4918,127.0281,Ntopia,2025,500M,4,O,O,O,O,N,None
서울특별시 서초구,서초동,1495-5,4,서초타워 3층,6690,37.4948,127.0245,FTTH,2018,1G,9,X,X,O,O,N,None
